XAU,timeframe,time,open,high,low,close,Volume,Volume MA
XAU,1H,1588834800,1686.69,1690.79,1686.69,1689.268,2673,2203.8
XAU,1H,1588838400,1689.268,1693.709,1689.102,1691.654,1685,2218.1
XAU,1H,1588842000,1691.654,1696.414,1691.016,1693.798,2948,1969.3
XAU,1H,1588845600,1693.798,1695.618,1692.326,1693.744,1337,1701.55
XAU,1H,1588849200,1693.744,1696.614,1692.524,1695.935,1736,1544.05
XAU,1H,1588852800,1695.935,1699.496,1693.673,1698.282,2475,1522.4
XAU,1H,1588856400,1698.282,1699.126,1693.834,1697.685,2156,1499.3
XAU,1H,1588860000,1697.685,1701.071,1695.561,1696.364,3943,1599.3
XAU,1H,1588863600,1696.364,1710.846,1696.354,1708.956,15947,2334.65
XAU,1H,1588867200,1708.956,1716.602,1708.181,1715.672,6957,2592
XAU,1H,1588870800,1715.672,1721.072,1715.434,1720.18,17305,3391.3
XAU,1H,1588874400,1720.18,1722.294,1713.424,1718.93,9852,3820.7
XAU,1H,1588878000,1718.93,1720.774,1713.402,1715.572,7950,4190.05
XAU,1H,1588881600,1715.572,1719.006,1714.83,1715.553,2217,4234.4
XAU,1H,1588888800,1715.553,1716.67,1713.246,1715.135,923,4248.3
XAU,1H,1588892400,1715.135,1715.866,1712.904,1714.449,614,4256.5
XAU,1H,1588896000,1714.449,1716.634,1711.41,1714.99,778,4272.85
XAU,1H,1588899600,1714.99,1720.62,1714.932,1716.969,1530,4323.5
XAU,1H,1588903200,1716.969,1719.794,1716.06,1716.887,550,4310.45
XAU,1H,1588906800,1716.887,1717.539,1715.066,1715.815,476,4202.6
XAU,1H,1588910400,1715.815,1716.353,1713.858,1716.075,412,4089.55
XAU,1H,1588914000,1716.075,1719.124,1715.801,1716.592,883,4049.45
XAU,1H,1588917600,1716.592,1720.29,1715.126,1717.152,1535,3978.8
XAU,1H,1588921200,1717.152,1720.084,1715.416,1719.62,2843,4054.1
XAU,1H,1588924800,1719.62,1721.328,1716.903,1720.208,1663,4050.45
XAU,1H,1588928400,1720.208,1723.654,1718.782,1722.36,1652,4009.3
XAU,1H,1588932000,1722.36,1723.03,1719.932,1719.996,904,3946.7
XAU,1H,1588935600,1719.996,1721.534,1717.5,1718.641,2325,3865.8
XAU,1H,1588939200,1718.641,1722.662,1706.348,1712.169,13704,3753.65
XAU,1H,1588942800,1712.169,1720.678,1708.952,1717.612,6905,3751.05
XAU,1H,1588946400,1717.612,1721.673,1710.98,1715.428,16557,3713.65
XAU,1H,1588950000,1715.428,1717.969,1711.056,1715.424,12017,3821.9
XAU,1H,1588953600,1715.424,1715.953,1708.358,1710.12,12957,4072.25
XAU,1H,1588957200,1710.12,1711.356,1707.486,1709.274,8316,4377.2
XAU,1H,1588960800,1709.274,1709.292,1703.714,1704.905,4628,4562.45
XAU,1H,1588964400,1704.905,1707.317,1701.96,1707.056,3666,4715.05
XAU,1H,1588968000,1707.056,1707.504,1701.374,1702.39,2703,4811.3
XAU,1H,1589148000,1702.39,1707.09,1701.606,1704.562,1296,4799.6
XAU,1H,1589151600,1704.562,1707.98,1703.6,1706.808,1690,4856.6
XAU,1H,1589155200,1706.808,1708.371,1704.243,1704.918,624,4864
XAU,1H,1589158800,1704.918,1712.342,1703.136,1710.358,1425,4914.65
XAU,1H,1589162400,1710.358,1710.989,1708.277,1710.024,683,4904.65
XAU,1H,1589166000,1710.024,1710.162,1707.283,1707.981,541,4854.95
XAU,1H,1589169600,1707.981,1708.43,1705.116,1705.834,604,4743
XAU,1H,1589173200,1705.834,1706.312,1702.592,1705.306,1622,4740.95
XAU,1H,1589176800,1705.306,1708,1703.405,1707.14,4040,4860.35
XAU,1H,1589180400,1707.14,1709.772,1705.049,1707.498,1408,4885.55
XAU,1H,1589184000,1707.498,1708.638,1703.228,1704.346,2293,4883.95
XAU,1H,1589187600,1704.346,1705.747,1700.46,1701.451,2667,4332.1
XAU,1H,1589191200,1701.451,1701.924,1694.362,1699.952,6867,4330.2
XAU,1H,1589194800,1699.952,1701.86,1696.936,1701.322,2890,3646.85
XAU,1H,1589198400,1701.322,1708.102,1700.642,1705.865,5837,3337.85
XAU,1H,1589202000,1705.865,1708.574,1702.331,1704.222,5995,2989.75
XAU,1H,1589205600,1704.222,1704.862,1696.676,1697.38,12836,3215.75
XAU,1H,1589209200,1697.38,1698.912,1692.126,1697.472,8103,3389.5
XAU,1H,1589212800,1697.472,1698.05,1693.796,1697.325,9708,3691.6
XAU,1H,1589216400,1697.325,1699.594,1695.086,1696.727,4765,3794.7
XAU,1H,1589220000,1696.727,1698.73,1693.947,1697.808,6226,4041.2
XAU,1H,1589223600,1697.808,1698.938,1696.46,1697.032,1582,4035.8
XAU,1H,1589227200,1697.032,1698.99,1696.669,1697.826,2503,4129.75
XAU,1H,1589234400,1697.826,1697.837,1696.044,1697.837,236,4070.3
XAU,1H,1589238000,1697.837,1699.198,1697.414,1698.07,206,4046.45
XAU,1H,1589241600,1698.07,1698.87,1693.948,1696.916,1355,4087.15
XAU,1H,1589245200,1696.916,1697.918,1695.388,1696.724,1026,4108.25
XAU,1H,1589248800,1696.724,1700.186,1696.536,1698.685,745,4064.4
XAU,1H,1589252400,1698.685,1701.843,1698.644,1700.768,1071,3915.95
XAU,1H,1589256000,1700.768,1702.04,1700.068,1700.314,406,3865.85
XAU,1H,1589259600,1700.314,1703.209,1700.153,1701.921,448,3773.6
XAU,1H,1589263200,1701.921,1702.382,1698.63,1700.092,955,3688
XAU,1H,1589266800,1700.092,1705.964,1699.5,1704.162,1195,3404.4
XAU,1H,1589270400,1704.162,1706.721,1702.987,1704.996,1357,3327.75
XAU,1H,1589274000,1704.996,1706.366,1703.412,1704.9,3053,3188.55
XAU,1H,1589277600,1704.9,1707.204,1701.619,1703.451,2145,2996.05
XAU,1H,1589281200,1703.451,1706.039,1702.04,1703.976,1114,2409.95
XAU,1H,1589284800,1703.976,1704.144,1698.791,1701.545,7448,2377.2
XAU,1H,1589288400,1701.545,1710.115,1700.43,1708.85,7416,2262.6
XAU,1H,1589292000,1708.85,1710.416,1702.379,1710.138,26173,3333
XAU,1H,1589295600,1710.138,1711.19,1706.542,1706.663,14267,3735.05
XAU,1H,1589299200,1706.663,1707.446,1701.533,1702.862,14326,4372.25
XAU,1H,1589302800,1702.862,1705.152,1701.68,1703.817,13734,4933.8
XAU,1H,1589306400,1703.817,1704.852,1701.709,1702.389,7626,5303.3
XAU,1H,1589310000,1702.389,1703.14,1698.094,1702.068,6324,5609.2
XAU,1H,1589313600,1702.068,1702.934,1699.788,1702.46,687,5575.8
XAU,1H,1589320800,1702.46,1705.448,1701.886,1704.189,1430,5596
XAU,1H,1589324400,1704.189,1704.698,1701.158,1702.748,1497,5633.6
XAU,1H,1589328000,1702.748,1706.215,1702.234,1705.562,2074,5683.75
XAU,1H,1589331600,1705.562,1706.663,1701.82,1703.516,2518,5789.35
XAU,1H,1589335200,1703.516,1703.957,1701.258,1702.642,2091,5871.5
XAU,1H,1589338800,1702.642,1703.548,1700.322,1702.98,851,5866.3
XAU,1H,1589342400,1702.98,1703.938,1702.46,1703.522,464,5829.75
XAU,1H,1589346000,1703.522,1705.311,1702.995,1704.248,747,5799.25
XAU,1H,1589349600,1704.248,1706.014,1702.882,1703.61,3785,5835.85
XAU,1H,1589353200,1703.61,1704.078,1700.644,1701.721,4997,5978.45
XAU,1H,1589356800,1701.721,1702.463,1699.259,1702.16,5449,6195.2
XAU,1H,1589360400,1702.16,1704.172,1699.831,1701.082,8048,6225.2
XAU,1H,1589364000,1701.082,1705.499,1700.984,1705.26,4852,6097
XAU,1H,1589367600,1705.26,1709.397,1704.138,1708.45,6552,5115.95
XAU,1H,1589371200,1708.45,1713.647,1706.988,1712.357,7033,4754.25
XAU,1H,1589374800,1712.357,1718.252,1702.447,1708.434,22826,5179.25
XAU,1H,1589378400,1708.434,1715.098,1706.841,1712.166,19824,5483.75
XAU,1H,1589382000,1712.166,1717.104,1711.387,1711.65,16437,5924.3
XAU,1H,1589385600,1711.65,1713.066,1707.683,1711.69,16383,6427.25
XAU,1H,1589389200,1711.69,1712.882,1709.464,1711.037,12188,7002.3
XAU,1H,1589392800,1711.037,1713.178,1709.233,1712.163,10708,7466.2
XAU,1H,1589396400,1712.163,1718.136,1711.879,1717.624,10165,7899.6
XAU,1H,1589400000,1717.624,1717.768,1714.463,1716.956,4475,8019.65
XAU,1H,1589407200,1716.956,1717.96,1715.08,1716.934,1812,7984.35
XAU,1H,1589410800,1716.934,1719.908,1716.356,1718.69,2388,7999.2
XAU,1H,1589414400,1718.69,1719.674,1716.436,1717.08,3896,8151.45
XAU,1H,1589418000,1717.08,1717.08,1712.036,1714.47,3146,8285.55
XAU,1H,1589421600,1714.47,1715.63,1713.148,1715.512,1284,8312.4
XAU,1H,1589425200,1715.512,1715.566,1712.824,1713.842,965,8171.4
XAU,1H,1589428800,1713.842,1714.138,1711.268,1712.109,1065,7974.8
XAU,1H,1589432400,1712.109,1715.076,1711.788,1714.558,1762,7790.45
XAU,1H,1589436000,1714.558,1717.17,1714.356,1716.764,2810,7528.55
XAU,1H,1589439600,1716.764,1719.61,1713.035,1715.374,8131,7692.5
XAU,1H,1589443200,1715.374,1718.62,1714,1717.782,3329,7531.35
XAU,1H,1589446800,1717.782,1719.269,1716.244,1718.998,2537,7306.55
XAU,1H,1589450400,1718.998,1719.467,1715.078,1715.533,3375,6334
XAU,1H,1589454000,1715.533,1718.268,1713.258,1715.86,2420,5463.8
XAU,1H,1589457600,1715.86,1720.079,1711.272,1716.922,13161,5300
XAU,1H,1589461200,1716.922,1732.508,1713.814,1731.446,13140,5137.85
XAU,1H,1589464800,1731.446,1734.511,1728.101,1732.102,18016,5429.25
XAU,1H,1589468400,1732.102,1734.729,1728.759,1733.287,7962,5291.95
XAU,1H,1589472000,1733.287,1736.158,1731.037,1731.412,5406,5054
XAU,1H,1589475600,1731.412,1733.056,1729.048,1730.058,7635,5212
XAU,1H,1589479200,1730.058,1734.446,1729.094,1733.17,3252,5284
XAU,1H,1589482800,1733.17,1733.682,1729.05,1732.772,3066,5317.9
XAU,1H,1589486400,1732.772,1732.91,1729.589,1730.786,2147,5230.45
XAU,1H,1589493600,1730.786,1732.508,1729.429,1730.784,1216,5133.95
XAU,1H,1589497200,1730.784,1734.401,1730.277,1733.011,1148,5127.15
XAU,1H,1589500800,1733.011,1733.18,1729.215,1729.266,2618,5209.8
XAU,1H,1589504400,1729.266,1734.328,1728.846,1732.723,2770,5295.05
XAU,1H,1589508000,1732.723,1734.366,1731.626,1732.538,2200,5316.95
XAU,1H,1589511600,1732.538,1733.943,1731.645,1732.401,1319,5242.4
XAU,1H,1589515200,1732.401,1732.442,1730.155,1730.722,1134,4892.55
XAU,1H,1589518800,1730.722,1734.819,1730.216,1734.372,1898,4821
XAU,1H,1589522400,1734.372,1738.472,1733.82,1735.436,5446,4966.45
XAU,1H,1589526000,1735.436,1738.811,1733.56,1737.88,5347,5065.05
XAU,1H,1589529600,1737.88,1737.934,1733.494,1735.448,3763,5132.2
XAU,1H,1589533200,1735.448,1737.482,1734.592,1734.861,3017,4625
XAU,1H,1589536800,1734.861,1736.598,1730.252,1733.046,6455,4290.75
XAU,1H,1589540400,1733.046,1736.302,1730.802,1732.242,6111,3695.5
XAU,1H,1589544000,1732.242,1745.23,1732.097,1743.151,10408,3817.8
XAU,1H,1589547600,1743.151,1745.279,1737.542,1739.542,12990,4197
XAU,1H,1589551200,1739.542,1743.624,1733.834,1743.066,18056,4718.05
XAU,1H,1589554800,1743.066,1749.055,1741.442,1748.74,14384,5274.65
XAU,1H,1589558400,1748.74,1750.513,1745.671,1748.72,8035,5523.1
XAU,1H,1589562000,1748.72,1751.718,1746.739,1748.232,5435,5687.5
XAU,1H,1589565600,1748.232,1748.895,1740.055,1743.947,5501,5901.75
XAU,1H,1589569200,1743.947,1745.509,1742.16,1743.792,1674,5928.05
XAU,1H,1589572800,1743.792,1744.904,1741.128,1742.624,1221,5858.2
XAU,1H,1589752800,1742.624,1752.77,1742.624,1747.108,8850,6162.2
XAU,1H,1589756400,1747.108,1760.46,1746.229,1758.008,3648,6234.6
XAU,1H,1589760000,1758.008,1760.111,1753.808,1755.099,2279,6282.6
XAU,1H,1589763600,1755.099,1759.234,1754.004,1758.923,7613,6606.55
XAU,1H,1589767200,1758.923,1763.83,1757.892,1761.48,4377,6730.5
XAU,1H,1589770800,1761.48,1762.356,1759.627,1761.588,2207,6568.55
XAU,1H,1589774400,1761.588,1761.786,1758.52,1760.668,2096,6406
XAU,1H,1589778000,1760.668,1764.838,1759.482,1764.234,2474,6341.55
XAU,1H,1589781600,1764.234,1764.795,1760.465,1762.872,2927,6337.05
XAU,1H,1589785200,1762.872,1763.247,1759.278,1762.213,4022,6215.4
XAU,1H,1589788800,1762.213,1765.09,1760.894,1762.142,4172,6118.45
XAU,1H,1589792400,1762.142,1763.772,1758.448,1763.618,2885,5742.3
XAU,1H,1589796000,1763.618,1764.752,1761.864,1762.606,2600,5222.8
XAU,1H,1589799600,1762.606,1765.256,1760.3,1763.872,3421,4491.05
XAU,1H,1589803200,1763.872,1764.715,1748.694,1749.181,16057,4574.7
XAU,1H,1589806800,1749.181,1752.098,1732.414,1735.838,19674,5156.65
XAU,1H,1589810400,1735.838,1743.84,1732.467,1742.653,20590,5914.4
XAU,1H,1589814000,1742.653,1742.653,1727.41,1734.728,23342,6806.45
XAU,1H,1589817600,1734.728,1735.975,1727.999,1731.41,8024,7123.95
XAU,1H,1589821200,1731.41,1733.026,1728.465,1732.578,6146,7370.2
XAU,1H,1589824800,1732.578,1735.654,1731.178,1732.872,4236,7139.5
XAU,1H,1589828400,1732.872,1735.244,1729.678,1732.031,3208,7117.5
XAU,1H,1589832000,1732.031,1734.048,1730.24,1732.882,1662,7086.65
XAU,1H,1589839200,1732.882,1735.994,1731.958,1733.988,1374,6774.7
XAU,1H,1589842800,1733.988,1735.468,1733.09,1734.837,1065,6609.1
XAU,1H,1589846400,1734.837,1737.696,1733.948,1737.224,1369,6567.2
XAU,1H,1589850000,1737.224,1740.44,1734.854,1739.916,3634,6644.1
XAU,1H,1589853600,1739.916,1740.405,1737.214,1737.32,1103,6575.55
XAU,1H,1589857200,1737.32,1738.892,1736.365,1737.462,1340,6496.2
XAU,1H,1589860800,1737.462,1739.226,1735.791,1735.896,688,6329.5
XAU,1H,1589864400,1735.896,1738.676,1735.476,1737.273,499,6145.85
XAU,1H,1589868000,1737.273,1737.57,1726.624,1729.448,2431,6123.15
XAU,1H,1589871600,1729.448,1734.068,1726.842,1731.998,2885,6137.4
XAU,1H,1589875200,1731.998,1737.934,1730.531,1736.78,2204,6076.55
XAU,1H,1589878800,1736.78,1739.209,1735.064,1735.64,1935,5370.45
XAU,1H,1589882400,1735.64,1736.324,1734.316,1735.01,3663,4569.9
XAU,1H,1589886000,1735.01,1736.34,1731.714,1736.298,6036,3842.2
XAU,1H,1589889600,1736.298,1736.338,1731.045,1735.654,15595,3454.85
XAU,1H,1589893200,1735.654,1741.665,1733.168,1738.436,27226,4414.95
XAU,1H,1589896800,1738.436,1746.04,1734.074,1743.888,18196,5017.45
XAU,1H,1589900400,1743.888,1743.888,1737.44,1741.016,14701,5540.7
XAU,1H,1589904000,1741.016,1742.798,1739.51,1742.314,12168,5988.7
XAU,1H,1589907600,1742.314,1743.622,1740.46,1743.198,8968,6354
XAU,1H,1589911200,1743.198,1746.167,1743.039,1745.809,1048,6337.7
XAU,1H,1589914800,1745.809,1747.86,1743.752,1746.503,1385,6353.7
XAU,1H,1589918400,1746.503,1747.302,1744.232,1744.77,1757,6373.1
XAU,1H,1589925600,1744.77,1746.752,1743.678,1744.219,646,6223.7
XAU,1H,1589929200,1744.219,1746.216,1744.219,1746.186,227,6179.9
XAU,1H,1589932800,1746.186,1746.186,1744.148,1745.197,450,6135.4
XAU,1H,1589936400,1745.197,1751.156,1745.077,1750.146,3166,6259.3
XAU,1H,1589940000,1750.146,1750.839,1746.992,1748.414,1403,6304.5
XAU,1H,1589943600,1748.414,1750.326,1747.834,1749.6,729,6219.4
XAU,1H,1589947200,1749.6,1749.734,1746.612,1747.17,845,6117.4
XAU,1H,1589950800,1747.17,1749.316,1746.676,1748.555,759,6045.15
XAU,1H,1589954400,1748.555,1750.783,1746.487,1749.761,1631,6029.95
XAU,1H,1589958000,1749.761,1753.206,1748.1,1749.41,2287,5961.15
XAU,1H,1589961600,1749.41,1750.232,1748.048,1748.579,1702,5744.45
XAU,1H,1589965200,1748.579,1750.705,1746.76,1749.498,3934,5161.4
XAU,1H,1589968800,1749.498,1752.46,1748.155,1750.73,3073,3953.75
XAU,1H,1589972400,1750.73,1751.771,1747.512,1751.714,4448,3266.35
XAU,1H,1589976000,1751.714,1753.434,1742.206,1747.618,10733,3067.95
XAU,1H,1589979600,1747.618,1752.62,1745.514,1749.891,8430,2881.05
XAU,1H,1589983200,1749.891,1751.758,1742.807,1747.29,12416,3053.45
XAU,1H,1589986800,1747.29,1751.259,1744.51,1747.716,10564,3529.25
XAU,1H,1589990400,1747.716,1750.732,1746.334,1747.7,5709,3745.45
XAU,1H,1589994000,1747.7,1751.216,1746.354,1750.346,3929,3854.05
XAU,1H,1589997600,1750.346,1754.049,1748.498,1751.288,3641,4003.8
XAU,1H,1590001200,1751.288,1751.288,1747.988,1749.727,1287,4056.8
XAU,1H,1590004800,1749.727,1750.379,1746.178,1748.104,1798,4124.2
XAU,1H,1590012000,1748.104,1748.586,1746.148,1747.226,636,3997.7
XAU,1H,1590015600,1747.226,1749.062,1746.781,1747.618,430,3949.05
XAU,1H,1590019200,1747.618,1747.618,1745.402,1745.471,852,3955.2
XAU,1H,1590022800,1745.471,1745.94,1742.578,1744.21,1700,3997.95
XAU,1H,1590026400,1744.21,1745.402,1737.928,1740.289,3916,4155.8
XAU,1H,1590030000,1740.289,1742.866,1739.638,1741.42,2214,4184.95
XAU,1H,1590033600,1741.42,1743.284,1740.71,1742.511,599,4100.55
XAU,1H,1590037200,1742.511,1743.872,1740.016,1741.73,1157,4073.3
XAU,1H,1590040800,1741.73,1741.882,1735.754,1736.086,4109,4082.05
XAU,1H,1590044400,1736.086,1738.562,1735.504,1735.798,1967,4026.75
XAU,1H,1590048000,1735.798,1738.622,1731.428,1734.446,2318,3920.25
XAU,1H,1590051600,1734.446,1734.755,1731.478,1732.896,2805,3523.85
XAU,1H,1590055200,1732.896,1735.55,1731.582,1735.002,1489,3176.8
XAU,1H,1590058800,1735.002,1739.679,1733.828,1736.525,2394,2675.7
XAU,1H,1590062400,1736.525,1742.189,1736.048,1737.582,3187,2306.85
XAU,1H,1590066000,1737.582,1739.435,1732.106,1733.922,9057,2474.25
XAU,1H,1590069600,1733.922,1733.942,1717.568,1721.524,15425,3049.05
XAU,1H,1590073200,1721.524,1725.48,1720.403,1724.704,3442,3039.1
XAU,1H,1590076800,1724.704,1726.872,1723.07,1724.356,4278,3188.65
XAU,1H,1590080400,1724.356,1725.552,1721.743,1722.696,5112,3354.35
XAU,1H,1590084000,1722.696,1725.188,1721.646,1724.848,2421,3443.6
XAU,1H,1590087600,1724.848,1727.795,1724.139,1725.651,3057,3574.95
XAU,1H,1590091200,1725.651,1727.398,1724.678,1727.168,861,3575.4
XAU,1H,1590098400,1727.168,1727.819,1725.657,1727.643,627,3521.75
XAU,1H,1590102000,1727.643,1727.724,1725.43,1726.228,417,3346.8
XAU,1H,1590105600,1726.228,1729.232,1726.228,1728.816,703,3271.25
XAU,1H,1590109200,1728.816,1730.604,1726.938,1727.45,1860,3334.3
XAU,1H,1590112800,1727.45,1728.888,1724.766,1727.974,2634,3408.15
XAU,1H,1590116400,1727.974,1728.598,1724.508,1727.493,3266,3366
XAU,1H,1590120000,1727.493,1727.504,1725.869,1726.39,809,3308.1
XAU,1H,1590123600,1726.39,1729.856,1726.304,1729.502,2828,3333.6
XAU,1H,1590127200,1729.502,1735.626,1729.502,1734.971,2122,3299.45
XAU,1H,1590130800,1734.971,1737.442,1733.533,1736.522,1930,3321.5
XAU,1H,1590134400,1736.522,1740.227,1736.098,1736.877,1905,3297.05
XAU,1H,1590138000,1736.877,1737.277,1732.98,1735.478,1184,3196.9
XAU,1H,1590141600,1735.478,1736.17,1733.55,1735.62,1205,2804.3
XAU,1H,1590145200,1735.62,1736.588,1730.03,1730.272,2294,2147.75
XAU,1H,1590148800,1730.272,1738.617,1727.508,1734.741,7064,2328.85
XAU,1H,1590152400,1734.741,1738.2,1730.518,1735.081,6670,2448.45
XAU,1H,1590156000,1735.081,1737.929,1733.062,1735.967,10000,2692.85
XAU,1H,1590159600,1735.967,1736.614,1730.621,1731.678,3655,2754.55
XAU,1H,1590163200,1731.678,1736.022,1731.547,1735.766,2155,2709.45
XAU,1H,1590166800,1735.766,1736.807,1734.018,1734.462,3205,2826.65
XAU,1H,1590170400,1734.462,1735.655,1733.132,1735.138,6407,3115.65
XAU,1H,1590174000,1735.138,1736.064,1732.952,1735.078,2253,3207.45
XAU,1H,1590177600,1735.078,1736.362,1734.298,1734.448,761,3210.35
XAU,1H,1590357600,1734.448,1735.629,1731.39,1731.839,1003,3167.5
XAU,1H,1590361200,1731.839,1732.63,1730.4,1730.92,374,3054.5
XAU,1H,1590364800,1730.92,1731.548,1727.702,1729.293,669,2924.65
XAU,1H,1590368400,1729.293,1729.293,1726.324,1727.416,1490,2958.7
XAU,1H,1590372000,1727.416,1729.394,1726.566,1729.394,509,2842.75
XAU,1H,1590375600,1729.394,1729.394,1728.102,1728.712,482,2760.75
XAU,1H,1590379200,1728.712,1728.912,1726.562,1727.058,389,2683.7
XAU,1H,1590382800,1727.058,1727.897,1724.1,1725.38,1201,2648.5
XAU,1H,1590386400,1725.38,1728.318,1725.128,1725.878,1355,2657.05
XAU,1H,1590390000,1725.878,1729.448,1725.565,1728.148,782,2635.9
XAU,1H,1590393600,1728.148,1730.674,1726.996,1729.294,1222,2582.3
XAU,1H,1590397200,1729.294,1730.978,1728.913,1730.854,627,2260.45
XAU,1H,1590400800,1730.854,1730.894,1727.703,1728.21,1010,1977.45
XAU,1H,1590404400,1728.21,1729.9,1727.241,1728.899,502,1502.55
XAU,1H,1590408000,1728.899,1730.372,1727.234,1728.236,982,1368.9
XAU,1H,1590411600,1728.236,1728.427,1721.21,1726.219,3887,1455.5
XAU,1H,1590415200,1726.219,1733.233,1725.804,1732.173,5069,1548.7
XAU,1H,1590418800,1732.173,1732.626,1729.026,1729.82,3220,1389.35
XAU,1H,1590422400,1729.82,1730.724,1727.888,1729.186,1246,1339
XAU,1H,1590444000,1729.186,1729.186,1725.683,1727.069,573,1329.6
XAU,1H,1590447600,1727.069,1728.112,1726.17,1726.974,357,1297.3
XAU,1H,1590451200,1726.974,1731.636,1726.83,1731.636,1999,1378.55
XAU,1H,1590454800,1731.636,1733.462,1730.302,1731.874,1709,1430.55
XAU,1H,1590458400,1731.874,1734.001,1730.87,1733.923,1218,1416.95
XAU,1H,1590462000,1733.923,1735.577,1732.7,1735.156,1032,1443.1
XAU,1H,1590465600,1735.156,1735.222,1731.664,1731.984,970,1467.5
XAU,1H,1590469200,1731.984,1734.63,1730.812,1734.63,2916,1593.85
XAU,1H,1590472800,1734.63,1734.742,1730.14,1730.712,1472,1607.4
XAU,1H,1590476400,1730.712,1731.372,1726.815,1730.154,1891,1634.2
XAU,1H,1590480000,1730.154,1730.545,1725.066,1725.588,1360,1663.1
XAU,1H,1590483600,1725.588,1726.44,1721.335,1721.852,2153,1709.65
XAU,1H,1590487200,1721.852,1726.878,1720.372,1726.749,1404,1748.5
XAU,1H,1590490800,1726.749,1727.034,1723.17,1726.332,1839,1789.95
XAU,1H,1590494400,1726.332,1729.433,1723.644,1726.114,5644,2047.05
XAU,1H,1590498000,1726.114,1728.421,1718.305,1718.845,16249,2810.4
XAU,1H,1590501600,1718.845,1721.471,1710.834,1712.709,8361,3034.1
XAU,1H,1590505200,1712.709,1716.18,1709.477,1714.468,3398,2950.55
XAU,1H,1590508800,1714.468,1715.372,1711.756,1712.674,2449,2912
XAU,1H,1590512400,1712.674,1713.16,1710.542,1712.69,1016,2900.5
XAU,1H,1590516000,1712.69,1714.37,1711.702,1712.582,6205,3182.1
XAU,1H,1590519600,1712.582,1713.804,1708.91,1712.14,6992,3513.85
XAU,1H,1590523200,1712.14,1713.17,1709.596,1711.079,911,3459.45
XAU,1H,1590530400,1711.079,1713.406,1709.922,1711.664,398,3393.9
XAU,1H,1590534000,1711.664,1713.251,1711.326,1712.838,453,3355.65
XAU,1H,1590537600,1712.838,1714.206,1711.762,1713.768,1584,3383.25
XAU,1H,1590541200,1713.768,1716.118,1713.452,1713.502,836,3376.55
XAU,1H,1590544800,1713.502,1713.502,1710.138,1711.381,569,3259.2
XAU,1H,1590548400,1711.381,1713.422,1707.766,1708.967,3560,3363.6
XAU,1H,1590552000,1708.967,1709.144,1705.29,1706.852,3449,3441.5
XAU,1H,1590555600,1706.852,1709.274,1705.79,1707.894,2876,3517.3
XAU,1H,1590559200,1707.894,1708.496,1705.642,1706.087,1323,3475.8
XAU,1H,1590562800,1706.087,1710.828,1705.784,1708.276,2187,3514.95
XAU,1H,1590566400,1708.276,1710.226,1704.954,1705.503,2349,3540.45
XAU,1H,1590570000,1705.503,1707.421,1704.386,1705.938,1948,3355.65
XAU,1H,1590573600,1705.938,1709.098,1705.55,1706.468,1860,2636.2
XAU,1H,1590577200,1706.468,1707.334,1698.128,1701.05,4829,2459.6
XAU,1H,1590580800,1701.05,1702.806,1698.765,1699.896,5772,2578.3
XAU,1H,1590584400,1699.896,1703.876,1694.006,1700.228,9765,2944.1
XAU,1H,1590588000,1700.228,1705.364,1696.742,1698.882,14445,3615.55
