symbol,timeframe,time,open,high,low,close,Volume,Volume MA
XAU,4H,1262296800,1097.12,1097.38,1097.04,1097.38,44,NaN
XAU,4H,1262556000,1097.38,1100.6,1093.45,1095.7,3386,NaN
XAU,4H,1262570400,1095.7,1103.89,1095.63,1102.92,3589,NaN
XAU,4H,1262584800,1102.92,1114,1100.795,1113.87,5357,NaN
XAU,4H,1262599200,1113.87,1119.03,1112.36,1117.92,5257,NaN
XAU,4H,1262613600,1117.92,1123.92,1116.8,1117.61,8133,NaN
XAU,4H,1262628000,1117.61,1121.41,1115.72,1121.31,2866,NaN
XAU,4H,1262642400,1121.31,1123.105,1119.77,1121.835,2493,NaN
XAU,4H,1262656800,1121.835,1124.385,1120.865,1123.785,2601,NaN
XAU,4H,1262671200,1123.785,1127.925,1122.485,1126.35,4333,NaN
XAU,4H,1262685600,1126.35,1128.86,1119.31,1120.45,4879,NaN
XAU,4H,1262700000,1120.45,1126.4,1118.07,1121.25,7810,NaN
XAU,4H,1262714400,1121.25,1121.55,1115.31,1118.01,3747,NaN
XAU,4H,1262728800,1118.01,1122.065,1116.63,1122.035,2648,NaN
XAU,4H,1262743200,1122.035,1124.875,1121.015,1122.965,3050,NaN
XAU,4H,1262757600,1122.965,1126.825,1118.515,1126.155,5666,NaN
XAU,4H,1262772000,1126.155,1132.405,1121.405,1132.295,5424,NaN
XAU,4H,1262786400,1132.295,1138.105,1127.535,1135.415,8715,NaN
XAU,4H,1262800800,1135.415,1140.535,1133.825,1138.21,4633,NaN
XAU,4H,1262815200,1138.21,1139.04,1134.85,1135.09,2974,4380.25
XAU,4H,1262829600,1135.09,1135.09,1130.975,1133.515,3840,4570.05
XAU,4H,1262844000,1133.515,1134.415,1129.355,1129.865,4600,4630.75
XAU,4H,1262858400,1129.865,1133.415,1128.585,1132.385,5523,4727.45
XAU,4H,1262872800,1132.385,1135.535,1129.565,1131.065,7411,4830.15
XAU,4H,1262887200,1131.065,1135.125,1130.325,1131.66,3388,4736.7
XAU,4H,1262901600,1131.66,1131.75,1124.19,1125.35,3806,4520.35
XAU,4H,1262916000,1125.35,1126.99,1120.7,1121.26,3526,4553.35
XAU,4H,1262930400,1121.26,1126.2,1120.02,1124.22,4574,4657.4
XAU,4H,1262944800,1124.22,1139.14,1119.805,1137.89,6012,4827.95
XAU,4H,1262959200,1137.89,1139.62,1125.73,1132.46,10113,5116.95
XAU,4H,1262973600,1132.46,1138.72,1131.65,1138.1,4267,5086.35
XAU,4H,1263160800,1137.95,1158.17,1137.95,1154.335,5225,4957.1
XAU,4H,1263175200,1154.335,1156.435,1151.81,1154.75,3309,4935.2
XAU,4H,1263189600,1154.75,1157.63,1152.39,1156.8,4613,5033.45
XAU,4H,1263204000,1156.8,1162.08,1155.99,1160.56,4942,5128.05
XAU,4H,1263218400,1160.56,1160.76,1150.19,1151.03,8443,5266.9
XAU,4H,1263232800,1151.03,1154.8,1148.55,1151.73,3513,5171.35
XAU,4H,1263247200,1151.73,1154.13,1148.44,1152.98,2515,4861.35
XAU,4H,1263261600,1152.98,1154.08,1148.68,1153.63,2977,4778.55
XAU,4H,1263276000,1153.63,1158.23,1152.17,1153.8,4353,4847.5
